model,track,problem_id,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_17,pass_at_18,pass_at_19,pass_at_20,pass_at_21,pass_at_22,pass_at_23,pass_at_24,pass_at_25,pass_at_26,pass_at_27,pass_at_28,pass_at_29,pass_at_30,pass_at_31,pass_at_32,pass_at_33,pass_at_34,pass_at_35,pass_at_36,pass_at_37,pass_at_38,pass_at_39,pass_at_40,pass_at_41,pass_at_42,pass_at_43,pass_at_44,pass_at_45,pass_at_46,pass_at_47,pass_at_48,pass_at_49,pass_at_50,pass_at_51,pass_at_52,pass_at_53,pass_at_54,pass_at_55,pass_at_56,pass_at_57,pass_at_58,pass_at_59,pass_at_60,pass_at_61,pass_at_62,pass_at_63,pass_at_64,pass_at_65,pass_at_66,pass_at_67,pass_at_68,pass_at_69,pass_at_70,pass_at_71,pass_at_72,pass_at_73,pass_at_74,pass_at_75,pass_at_76,pass_at_77,pass_at_78,pass_at_79,pass_at_80,pass_at_81,pass_at_82,pass_at_83,pass_at_84,pass_at_85,pass_at_86,pass_at_87,pass_at_88,pass_at_89,pass_at_90,pass_at_91,pass_at_92,pass_at_93,pass_at_94,pass_at_95,pass_at_96,pass_at_97,pass_at_98,pass_at_99,pass_at_100,k50,k90
Llama-3.1-8B-Instruct,CoT,ABC416,0.62,0.857979797979798,0.9478293135435992,0.9811755255054224,0.9933329986165038,0.9976840942562591,0.9992116065553224,0.9997372021851074,0.9999143050603612,0.9999726906236316,0.9999915037495742,0.999997422485826,0.9999992384617212,0.9999997811671612,0.9999999389303706,0.9999999834752769,0.9999999956720964,0.9999999989049884,0.999999999732924,0.9999999999373526,0.9999999999859044,0.9999999999969668,0.9999999999993778,0.9999999999998788,0.9999999999999776,0.999999999999996,0.9999999999999992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
Llama-3.1-8B-Instruct,CoT,ABC417,0.53,0.7816161616161617,0.899721706864564,0.9545129391962972,0.9796255873483414,0.990992364932951,0.9960711378962872,0.9983101668371128,0.99928365768095,0.9997008680425944,0.9998770235286222,0.9999502567082068,0.9999802157362184,0.999992268218752,0.9999970331537072,0.9999988830696308,0.9999995877995068,0.9999998510118698,0.999999947309076,0.9999999817858534,0.9999999938527256,0.9999999979768464,0.9999999993515534,0.9999999997978868,0.999999999938834,0.999999999982058,0.9999999999949084,0.999999999998605,0.999999999999632,0.9999999999999066,0.9999999999999774,0.9999999999999948,0.9999999999999988,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
Llama-3.1-8B-Instruct,CoT,ABC418,0.89,0.9888888888888888,0.9989795918367348,0.99991584262571,0.9999938635247914,0.9999996124331448,0.9999999793847416,0.9999999991133224,0.9999999999710866,0.9999999999993644,0.9999999999999928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Llama-3.1-8B-Instruct,CoT,ABC419,0.98,0.9997979797979798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,CoT,ABC420,0.3299999999999999,0.5533333333333333,0.7037414965986395,0.8045304719826075,0.8717231222385862,0.91628245872413,0.9456726593848076,0.9649501028289084,0.9775223485533217,0.9856735847922268,0.9909266037017436,0.9942908967112096,0.996431810444506,0.9977852616552106,0.9986351031130948,0.9991650042574228,0.9994930382991496,0.99969460138503,0.9998175057056886,0.9998918552330006,0.9999364649493878,0.9999630049072386,0.9999786566772528,0.9999878038155732,0.999993099527232,0.99999613573525,0.9999978589884492,0.999998826842986,0.9999993645399508,0.9999996598946216,0.9999998202300142,0.999999906206964,0.9999999517241728,0.999999975501819,0.9999999877509096,0.9999999939696784,0.9999999970790632,0.9999999986090776,0.9999999993494072,0.9999999997013672,0.9999999998656152,0.9999999999407796,0.999999999974474,0.9999999999892522,0.9999999999955858,0.9999999999982344,0.9999999999993132,0.9999999999997408,0.9999999999999052,0.9999999999999666,0.9999999999999888,0.9999999999999964,0.9999999999999988,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0
Llama-3.1-8B-Instruct,CoT,ABC421,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.1100000000000001,0.1200000000000001,0.1300000000000001,0.1400000000000001,0.1500000000000001,0.1600000000000001,0.1700000000000001,0.1800000000000001,0.1900000000000001,0.2000000000000001,0.2100000000000002,0.2200000000000002,0.2300000000000002,0.2400000000000002,0.2500000000000002,0.2600000000000002,0.2700000000000002,0.2800000000000002,0.2900000000000002,0.3000000000000002,0.3100000000000003,0.3200000000000003,0.3300000000000003,0.3400000000000003,0.3500000000000003,0.3600000000000003,0.3700000000000003,0.3800000000000003,0.3900000000000003,0.4000000000000003,0.4100000000000003,0.4200000000000004,0.4300000000000004,0.4400000000000004,0.4500000000000004,0.4600000000000004,0.4700000000000004,0.4800000000000004,0.4900000000000004,0.5000000000000004,0.5100000000000005,0.5200000000000005,0.5300000000000005,0.5400000000000005,0.5500000000000005,0.5600000000000005,0.5700000000000005,0.5800000000000005,0.5900000000000005,0.6000000000000005,0.6100000000000005,0.6200000000000006,0.6300000000000004,0.6400000000000003,0.6500000000000004,0.6600000000000004,0.6700000000000004,0.6800000000000004,0.6900000000000004,0.7000000000000004,0.7100000000000004,0.7200000000000003,0.7300000000000003,0.7400000000000003,0.7500000000000003,0.7600000000000003,0.7700000000000002,0.7800000000000002,0.7900000000000003,0.8000000000000003,0.8100000000000003,0.8200000000000003,0.8300000000000003,0.8400000000000003,0.8500000000000002,0.8600000000000002,0.8700000000000002,0.8800000000000001,0.8900000000000001,0.9000000000000001,0.91,0.9200000000000002,0.9300000000000002,0.94,0.95,0.96,0.97,0.98,0.99,1.0,50.0,90.0
Llama-3.1-8B-Instruct,baseline,ABC392,0.72,0.9236363636363636,0.9797402597402596,0.9947784174588298,0.9986946043647076,0.9996839568461924,0.9999260324533642,0.9999832976507596,0.999996369054513,0.9999992418905028,0.9999998483781004,0.9999999710385136,0.9999999947342753,0.9999999990921165,0.999999999852205,0.999999999977396,0.9999999999967708,0.999999999999572,0.9999999999999478,0.9999999999999942,0.9999999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Llama-3.1-8B-Instruct,baseline,ABC393,0.5800000000000001,0.826060606060606,0.929004329004329,0.9714553487749364,0.9887010755567456,0.9955993662694692,0.9983146509117116,0.999365728837741,0.9997655954400348,0.999914996148584,0.9999697764083856,0.9999894726815725,0.9999964111414452,0.999998803713815,0.9999996105114748,0.9999998762801154,0.99999996170575,0.9999999884655874,0.9999999966240743,0.9999999990414038,0.999999999736386,0.9999999999299254,0.9999999999820322,0.9999999999955664,0.99999999999895,0.999999999999762,0.9999999999999484,0.9999999999999896,0.999999999999998,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
Llama-3.1-8B-Instruct,baseline,ABC394,0.69,0.906060606060606,0.9722016079158936,0.9919757218726292,0.9977431717766768,0.9993823417494064,0.999835729188672,0.9999576075325604,0.99998940188314,0.999997437817902,0.9999994021575104,0.9999998656533732,0.999999970993342,0.9999999939986224,0.9999999988136812,0.999999999776693,0.9999999999601238,0.999999999993274,0.9999999999989336,0.999999999999842,0.9999999999999782,0.9999999999999972,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Llama-3.1-8B-Instruct,baseline,ABC395,0.98,0.9997979797979798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,baseline,ABC396,0.98,0.9997979797979798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,baseline,ABC397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,baseline,ABC398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Llama-3.1-8B-Instruct,baseline,ABC399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,baseline,ABC400,0.6599999999999999,0.8866666666666667,0.9629931972789116,0.9881730836664564,0.9963040886457676,0.998871774428708,0.9996639328085514,0.9999024321057084,0.9999724264646568,0.9999924248529276,0.9999979799607808,0.9999994779673927,0.9999998694918482,0.9999999684980324,0.999999992673961,0.9999999983624148,0.9999999996490888,0.9999999999281266,0.999999999985976,0.999999999997403,0.9999999999995456,0.9999999999999252,0.9999999999999885,0.9999999999999984,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
Llama-3.1-8B-Instruct,baseline,ABC401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,baseline,ABC402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,baseline,ABC403,0.8,0.9616161616161616,0.9929499072356216,0.998764416732016,0.999794069455336,0.9999674846508424,0.9999951572884234,0.9999993230618226,0.999999911703716,0.9999999893268228,0.9999999988140914,0.9999999998800768,0.9999999999890978,0.9999999999991228,0.9999999999999388,0.9999999999999964,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Llama-3.1-8B-Instruct,baseline,ABC404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Llama-3.1-8B-Instruct,baseline,ABC405,0.98,0.9997979797979798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,baseline,ABC406,0.27,0.4690909090909091,0.6153617810760668,0.7224260275806668,0.8004937073236043,0.8571954957684746,0.8982138108137,0.9277646399323032,0.9489641477782575,0.9641066533825108,0.9748746573677576,0.9824969523236065,0.9878672055879544,0.9916325555778996,0.9942595439429776,0.9960829829257966,0.997342024128219,0.99820666688169,0.9987971546157676,0.9991981030771784,0.9994687432886308,0.999650312038086,0.9997713578710564,0.9998515310851016,0.9999042766206576,0.9999387370372208,0.9999610897398564,0.9999754812059368,0.9999846757537106,0.9999905032839896,0.9999941663030222,0.9999964490540136,0.9999978589884492,0.9999987217841488,0.9999992446906334,0.999999558434524,0.9999997447199592,0.999999854125691,0.9999999176515998,0.9999999541008916,0.9999999747554904,0.9999999863080626,0.9999999926818957,0.999999996148366,0.9999999980054038,0.9999999989845691,0.9999999994922846,0.999999999750932,0.9999999998802558,0.9999999999436496,0.999999999974079,0.999999999988362,0.9999999999949084,0.9999999999978332,0.999999999999105,0.999999999999642,0.9999999999998616,0.9999999999999484,0.9999999999999816,0.9999999999999936,0.999999999999998,0.9999999999999992,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0
Llama-3.1-8B-Instruct,baseline,ABC407,0.38,0.6179797979797981,0.7661100803957948,0.8577370592098132,0.9140494732725956,0.9484296839635572,0.969277258531481,0.9818306367659296,0.9893353737539152,0.9937887341643682,0.9964112686283016,0.9979435359555436,0.9988315545201952,0.9993419100171216,0.9996326939630444,0.9997969013678012,0.9998887793204624,0.999939699631576,0.999967643704748,0.999982823201286,0.9999909821806752,0.99999531986592,0.999997599931241,0.9999987843807584,0.9999993921903793,0.9999997001472536,0.999999854125691,0.9999999300602628,0.9999999669729018,0.9999999846493768,0.9999999929825724,0.9999999968472426,0.9999999986090776,0.999999999397959,0.9999999997445886,0.999999999893906,0.9999999999568994,0.9999999999828966,0.9999999999933792,0.9999999999975036,0.9999999999990848,0.9999999999996744,0.9999999999998876,0.9999999999999626,0.999999999999988,0.9999999999999962,0.9999999999999988,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
Llama-3.1-8B-Instruct,baseline,ABC408,0.49,0.7424242424242424,0.8712121212121212,0.936269915651359,0.9687988128709778,0.9848920567585788,0.9927674739801706,0.9965781597325538,0.9984006616141284,0.9992618438219054,0.9996637288522012,0.9998488668998656,0.999933020557895,0.9999707446114944,0.999987413379364,0.999994669195966,0.9999977788316524,0.9999990901238094,0.9999996338303137,0.9999998553403708,0.9999999439443936,0.9999999787130608,0.9999999920856252,0.9999999971220456,0.9999999989775687,0.9999999996455572,0.9999999998802558,0.999999999960632,0.9999999999874242,0.9999999999961032,0.9999999999988308,0.9999999999996612,0.9999999999999052,0.9999999999999746,0.9999999999999934,0.9999999999999984,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
Llama-3.1-8B-Instruct,baseline,ABC409,0.75,0.9393939393939394,0.9857761286332716,0.9967739673188863,0.9992943053510064,0.999851432705475,0.9999699704404684,0.9999941878271874,0.9999989260115456,0.9999998111668652,0.9999999685278108,0.9999999950493186,0.9999999992686494,0.999999999899124,0.9999999999870972,0.999999999998482,0.9999999999998374,0.9999999999999843,0.9999999999999988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
