model,track,k,mean_pass,mean_ci_lo,mean_ci_hi,D_pass,D_ci_lo,D_ci_hi,n_problems
deepseek-coder-7b-instruct-v1.5,CoT,77,0.9253015873015868,0.8240511904761905,0.9996349206349197,0.9307264239028944,0.8282327448767998,0.9997900313581549,30
deepseek-coder-7b-instruct-v1.5,CoT,78,0.9256825396825396,0.8245785714285715,0.9996825396825394,0.9310289449112978,0.8283018824174202,0.9998174185723091,30
deepseek-coder-7b-instruct-v1.5,CoT,79,0.926059163059163,0.8250890692640692,0.9997258297258297,0.9313289194465665,0.8286855473223684,0.9998423160397216,30
deepseek-coder-7b-instruct-v1.5,CoT,80,0.9264316635745208,0.8255834879406309,0.999764996907854,0.931626468769326,0.8292203468823861,0.9998648423197614,30
deepseek-coder-7b-instruct-v1.5,CoT,81,0.926800247371676,0.8260626314162031,0.9998002473716759,0.9319217141402016,0.829772434723748,0.9998851159717972,30
deepseek-coder-7b-instruct-v1.5,CoT,82,0.927165120593692,0.8265273036487322,0.9998317872603587,0.932214776819819,0.8303245225651096,0.9999032555551977,30
deepseek-coder-7b-instruct-v1.5,CoT,83,0.9275264893836322,0.8269783085961657,0.9998598227169656,0.9325057780688034,0.8308766104064714,0.9999193796293314,30
deepseek-coder-7b-instruct-v1.5,CoT,84,0.92788455988456,0.82741645021645,0.9998845598845598,0.9327948391477804,0.8316451575914274,0.999933606753567,30
deepseek-coder-7b-instruct-v1.5,CoT,85,0.9282395382395382,0.8278425324675325,0.999906204906205,0.9330820813173756,0.8324358426637962,0.9999460554872732,30
deepseek-coder-7b-instruct-v1.5,CoT,86,0.9285916305916306,0.8282573593073593,0.999924963924964,0.9333676258382143,0.8332265277361651,0.9999568443898185,30
deepseek-coder-7b-instruct-v1.5,CoT,87,0.9289410430839004,0.8286617346938776,0.9999410430839002,0.9336515939709218,0.8340172128085339,0.9999660920205717,30
deepseek-coder-7b-instruct-v1.5,CoT,88,0.9292879818594104,0.8290564625850342,0.9999546485260772,0.933934106976124,0.8345990492260515,0.9999739169389013,30
deepseek-coder-7b-instruct-v1.5,CoT,89,0.9296326530612246,0.8294423469387755,0.9999659863945579,0.9342152861144458,0.834882457296073,0.999980437704176,30
deepseek-coder-7b-instruct-v1.5,CoT,90,0.9299752628324057,0.8298201917130489,0.9999752628324057,0.9344952526465133,0.8351658653660943,0.9999857728757643,30
deepseek-coder-7b-instruct-v1.5,CoT,91,0.9303160173160172,0.830190800865801,0.9999826839826841,0.9347741278329516,0.8354492734361156,0.9999900410130349,30
deepseek-coder-7b-instruct-v1.5,CoT,92,0.9306551226551226,0.8305549783549783,0.999988455988456,0.9350520329343861,0.8356644023978695,0.9999933606753567,30
deepseek-coder-7b-instruct-v1.5,CoT,93,0.930992784992785,0.830913528138528,0.999992784992785,0.9353290892114423,0.8356670050056825,0.9999958504220978,30
deepseek-coder-7b-instruct-v1.5,CoT,94,0.9313292104720676,0.831267254174397,0.9999958771387344,0.9356054179247458,0.8356688640112633,0.9999976288126273,30
deepseek-coder-7b-instruct-v1.5,CoT,95,0.9316646052360338,0.8316169604205319,0.9999979385693671,0.935881140334922,0.8361361475376171,0.9999988144063137,30
deepseek-coder-7b-instruct-v1.5,CoT,96,0.9319991754277469,0.8319634508348793,0.999999175427747,0.9361563777025964,0.8366732226720266,0.9999995257625256,30
deepseek-coder-7b-instruct-v1.5,CoT,97,0.9323331271902701,0.8323075293753865,0.9999997938569367,0.9364312512883943,0.8370785393620724,0.9999998814406313,30
deepseek-coder-7b-instruct-v1.5,CoT,98,0.9326666666666666,0.83265,1.0,0.9367058823529414,0.8373483053062648,1.0,30
deepseek-coder-7b-instruct-v1.5,CoT,99,0.933,0.8329916666666667,1.0,0.936980392156863,0.8376180681521146,1.0,30
deepseek-coder-7b-instruct-v1.5,CoT,100,0.9333333333333333,0.8333333333333334,1.0,0.9372549019607845,0.8378878309979645,1.0,30
Llama-3.1-8B-Instruct,baseline,1,0.6273333333333332,0.4976416666666667,0.7610416666666666,0.6135882352941177,0.4816959177971327,0.7564397826086957,30
Llama-3.1-8B-Instruct,baseline,2,0.7333670033670032,0.6075511784511785,0.8692028619528619,0.7307466825113883,0.6036060624227891,0.8636539932561469,30
Llama-3.1-8B-Instruct,baseline,3,0.7780127808699239,0.6501681354359927,0.9098451762523192,0.7833093479816169,0.6594080561989442,0.9096903847581393,30
Llama-3.1-8B-Instruct,baseline,4,0.8017161643789037,0.6764700612266149,0.9319376279096455,0.8120759041511014,0.6889180619472662,0.9331398933432276,30
Llama-3.1-8B-Instruct,baseline,5,0.8163606593319405,0.6856234133271135,0.9455172943780501,0.8298513394736216,0.7067184752424586,0.9449125598978808,30
Llama-3.1-8B-Instruct,baseline,6,0.8263156501900979,0.6976780702893877,0.9521913789912535,0.8417137591253802,0.7149386742992673,0.9547291714175842,30
Llama-3.1-8B-Instruct,baseline,7,0.8334904138528505,0.7042661141428139,0.9569497993501815,0.8500290410739444,0.7210817575473913,0.9587233696670558,30
Llama-3.1-8B-Instruct,baseline,8,0.8388610238292826,0.7082240205025211,0.9598393557387719,0.856058165978847,0.7271289834825707,0.9625230891396347,30
Llama-3.1-8B-Instruct,baseline,9,0.8429926043239466,0.711426753367226,0.9618902759647139,0.8605442039159935,0.7305524247447723,0.9650484076297231,30
Llama-3.1-8B-Instruct,baseline,10,0.84624213326662,0.7140651305446827,0.963442057867031,0.8639563176333861,0.7335580851876121,0.9672019948279599,30
Llama-3.1-8B-Instruct,baseline,11,0.84884824425521,0.7162688501028526,0.9645457077692966,0.8666046063996906,0.7368891545023526,0.9697311460936494,30
Llama-3.1-8B-Instruct,baseline,12,0.8509762966371893,0.7181320572109161,0.9651807558600101,0.8687003571146014,0.7394595920746992,0.9708111273636055,30
Llama-3.1-8B-Instruct,baseline,13,0.8527435612854728,0.7197253249133414,0.9656276239652266,0.8703905333313126,0.7422066898421177,0.9722997301509353,30
Llama-3.1-8B-Instruct,baseline,14,0.8542345178528999,0.7214117907303299,0.9659419190589542,0.8717788599738961,0.7439584861812394,0.9736070670849228,30
Llama-3.1-8B-Instruct,baseline,15,0.8555107208479933,0.7225515741533602,0.9661626696998264,0.8729393460449887,0.7443575551292296,0.9746863573138348,30
Llama-3.1-8B-Instruct,baseline,16,0.8566174323688446,0.7235525076058164,0.9663173945809161,0.8739252609687931,0.746012442520025,0.9762515531141667,30
Llama-3.1-8B-Instruct,baseline,17,0.8575882085880636,0.7244465424859291,0.9664255506084083,0.8747752417169572,0.7474149903818933,0.9767236581584793,30
Llama-3.1-8B-Instruct,baseline,18,0.8584481323037474,0.7252510221056034,0.9665009123972056,0.875517521916146,0.7476184485740653,0.9770311761337452,30
Llama-3.1-8B-Instruct,baseline,19,0.8592161207270704,0.7259791311748123,0.9665532325464693,0.8761728977257633,0.750130705239281,0.9776152426926825,30
Llama-3.1-8B-Instruct,baseline,20,0.8599065872865419,0.7266410477106694,0.9665894096994335,0.8767568265348133,0.7511222561956494,0.9781319832038524,30
Llama-3.1-8B-Instruct,baseline,21,0.8605306450018698,0.727244765816614,0.9666143152005984,0.8772809212741306,0.7516854042489333,0.9785931991544595,30
Llama-3.1-8B-Instruct,baseline,22,0.8610969809315281,0.7277966847161016,0.9666313851484648,0.8777540187818494,0.7521952403788058,0.9790077586244399,30
Llama-3.1-8B-Instruct,baseline,23,0.8616124928443257,0.7283020311391434,0.9666430329705804,0.878182945560352,0.7524274061322568,0.9793824089558875,30
Llama-3.1-8B-Instruct,baseline,24,0.8620827531716935,0.7287651619123228,0.9666509058144437,0.8785730673512152,0.7524420730108639,0.979722364133532,30
Llama-3.1-8B-Instruct,baseline,25,0.8625123471399891,0.729189776271616,0.9666562077804602,0.8789286837173464,0.7524542236168822,0.9800267694660444,30
Llama-3.1-8B-Instruct,baseline,26,0.8629051191278854,0.7295790986703136,0.9666597860993665,0.8792533112823718,0.7524644993525279,0.9802316735323574,30
Llama-3.1-8B-Instruct,baseline,27,0.863264352075507,0.7299359561767055,0.966662169275192,0.8795498869306675,0.7524733453332118,0.9802339229536489,30
Llama-3.1-8B-Instruct,baseline,28,0.863592898097819,0.7302628765075609,0.9666637467224618,0.8798209134934973,0.752481072450348,0.9802741775287445,30
Llama-3.1-8B-Instruct,baseline,29,0.8638932735899549,0.7305621465054918,0.9666647841259192,0.8800685641598022,0.7524879000189051,0.9802816969231044,30
Llama-3.1-8B-Instruct,baseline,30,0.8641677285501957,0.7308358546696379,0.9666654617794552,0.8802947573237629,0.7524939849841193,0.9802880405535416,30
Llama-3.1-8B-Instruct,baseline,31,0.864418297231322,0.731085922310886,0.9666659013284887,0.8805012103113113,0.752499441846013,0.9802934807111361,30
Llama-3.1-8B-Instruct,baseline,32,0.8646468353090966,0.7313141266096129,0.9666661843483924,0.8806894780612254,0.7525043430389595,0.9804370433019693,30
Llama-3.1-8B-Instruct,baseline,33,0.8648550473441681,0.7315221179213991,0.9666663651922869,0.8808609811229293,0.7525087760897281,0.9805949985659105,30
Llama-3.1-8B-Instruct,baseline,34,0.8650445072768663,0.7317114330040008,0.9666664798308542,0.8810170260933001,0.7525127900057764,0.9807386482838798,30
Llama-3.1-8B-Instruct,baseline,35,0.8652166739348075,0.731883505355101,0.9666665519009292,0.8811588207191869,0.7525164243260851,0.9808691369555457,30
Llama-3.1-8B-Instruct,baseline,36,0.8653729029783475,0.7320396735030315,0.9666665968196365,0.8812874852470743,0.7525197134908082,0.9809875161575465,30
Llama-3.1-8B-Instruct,baseline,37,0.8655144563049261,0.7321811878440733,0.9666666245650155,0.8814040611378694,0.7525226879684305,0.981094757026645,30
Llama-3.1-8B-Instruct,baseline,38,0.8656425096403735,0.7323092164427355,0.966666641542743,0.8815095179332686,0.7525253750590589,0.9811915931760398,30
Llama-3.1-8B-Instruct,baseline,39,0.8657581588337274,0.7324248500856396,0.9666666518304476,0.8816047588240252,0.7525277994702119,0.9812770881689339,30
Llama-3.1-8B-Instruct,baseline,40,0.8658624252201265,0.7325291067908251,0.9666666580009564,0.881690625303105,0.7525299837332098,0.9813541646611716,30
Llama-3.1-8B-Instruct,baseline,41,0.8659562603077267,0.732622935911927,0.9666666616627037,0.8817679011687538,0.7525319485082241,0.9814235279813204,30
Llama-3.1-8B-Instruct,baseline,42,0.8660405499673788,0.7327072219331386,0.966666663811565,0.881837316059844,0.7525337128117665,0.9814858341069598,30
Llama-3.1-8B-Instruct,baseline,43,0.8661161182492669,0.7327827880206746,0.9666666650579551,0.8818995486482918,0.7525352941902796,0.9815416928230364,30
Llama-3.1-8B-Instruct,baseline,44,0.8661837309124106,0.7328503993756391,0.9666666657720911,0.8819552295734994,0.7525432641161998,0.981591670535699,30
Llama-3.1-8B-Instruct,baseline,45,0.8662440987262257,0.7329107664189852,0.9666666661760411,0.8820049441764096,0.7525917365287741,0.9816362928356338,30
Llama-3.1-8B-Instruct,baseline,46,0.8662978805848495,0.7329645478295759,0.9666666664014706,0.8820492350720868,0.7526349205410153,0.9816760468727792,30
Llama-3.1-8B-Instruct,baseline,47,0.8663456864622074,0.7330123534498645,0.9666666665255003,0.8820886045870994,0.7526733060391557,0.9817113835829743,30
Llama-3.1-8B-Instruct,baseline,48,0.8663880802271372,0.7330547470693575,0.9666666665927269,0.8821235170794927,0.7527073458429262,0.9817427197930787,30
Llama-3.1-8B-Instruct,baseline,49,0.8664255823320013,0.7330922490931533,0.9666666666285941,0.8821544011534886,0.752737457883204,0.9817704402219786,30
Llama-3.1-8B-Instruct,baseline,50,0.8664586723842913,0.733125339100957,0.9666666666474136,0.8821816517773233,0.7527640272783506,0.9817948993889746,30
Llama-3.1-8B-Instruct,baseline,51,0.8664877916080977,0.7331544583007524,0.9666666666571153,0.8822056323101907,0.7527874083175404,0.981816423437298,30
Llama-3.1-8B-Instruct,baseline,52,0.8665133452005999,0.7331800118805198,0.9666666666620237,0.8822266764426816,0.7528079263569825,0.9818353118780988,30
Llama-3.1-8B-Instruct,baseline,53,0.8665357045875972,0.7332023712608948,0.9666666666644581,0.8822450900541025,0.7528258796333754,0.9818518392587643,30
Llama-3.1-8B-Instruct,baseline,54,0.8665552095813868,0.7332218762513009,0.96666666666564,0.8822611529894029,0.7528415409979311,0.981866256758498,30
Llama-3.1-8B-Instruct,baseline,55,0.8665721704438135,0.7332388371120343,0.9666666666662012,0.8822751207580568,0.752855254968267,0.9818787937135225,30
Llama-3.1-8B-Instruct,baseline,56,0.8665868698570406,0.7332535365244329,0.9666666666664611,0.8822872261569769,0.752867727337311,0.9818896590739273,30
Llama-3.1-8B-Instruct,baseline,57,0.8665995648043956,0.7332662314713922,0.9666666666665784,0.8822976808194003,0.7528784989282309,0.9818990427939837,30
Llama-3.1-8B-Instruct,baseline,58,0.8666104883635392,0.7332771550303518,0.9666666666666299,0.8823066766915852,0.7528877675062138,0.9819071171576165,30
Llama-3.1-8B-Instruct,baseline,59,0.866619851414136,0.7332865180808653,0.9666666666666519,0.8823143874391118,0.7528957120015118,0.9819140380406687,30
Llama-3.1-8B-Instruct,baseline,60,0.8666278442621619,0.7332945109288544,0.9666666666666609,0.8823209697845339,0.7529024938876896,0.9819201062712476,30
Llama-3.1-8B-Instruct,baseline,61,0.8666346381829638,0.733301304849641,0.9666666666666646,0.8823265647781308,0.7529082584909179,0.9819253851987487,30
Llama-3.1-8B-Instruct,baseline,62,0.8666403868851726,0.7333070535518433,0.966666666666666,0.8823312990034768,0.7529131362321017,0.9819298519835524,30
Llama-3.1-8B-Instruct,baseline,63,0.8666452278975553,0.7333118945642234,0.9666666666666665,0.882335285719556,0.7529172438036206,0.9819336134865433,30
Llama-3.1-8B-Instruct,baseline,64,0.8666492838809015,0.7333159505475686,0.9666666666666666,0.8823386259411347,0.7529206852824596,0.9819367650160753,30
Llama-3.1-8B-Instruct,baseline,65,0.8666526638670227,0.7333193305336896,0.9666666666666667,0.882341409459117,0.7529235531814912,0.9819393912906849,30
Llama-3.1-8B-Instruct,baseline,66,0.8666554644269517,0.7333221310936184,0.9666666666666667,0.8823437158025877,0.7529259294406889,0.9819415673467901,30
Llama-3.1-8B-Instruct,baseline,67,0.8666577707704224,0.7333244374370891,0.9666666666666667,0.8823456151442695,0.7529278863600278,0.9819433593929943,30
Llama-3.1-8B-Instruct,baseline,68,0.8666596577787167,0.7333263244453833,0.9666666666666667,0.8823471691511001,0.7529294874758508,0.9819448256126156,30
Llama-3.1-8B-Instruct,baseline,69,0.8666611909729557,0.7333278576396224,0.9666666666666667,0.8823484317816499,0.7529307883824569,0.9819460169160582,30
Llama-3.1-8B-Instruct,baseline,70,0.8666624274199227,0.7333290940865893,0.9666666666666667,0.8823494500320934,0.7529318375006874,0.981946977644641,30
Llama-3.1-8B-Instruct,baseline,71,0.8666634165774963,0.7333300832441629,0.9666666666666667,0.8823502646324481,0.7529326767952722,0.9819477462275071,30
Llama-3.1-8B-Instruct,baseline,72,0.8666642010817789,0.7333308677484456,0.9666666666666667,0.8823509106947984,0.7529333424427014,0.9819483557932285,30
Llama-3.1-8B-Instruct,baseline,73,0.8666648174780007,0.7333314841446674,0.9666666666666667,0.8823514183152165,0.7529338654513956,0.9819488347377239,30
Llama-3.1-8B-Instruct,baseline,74,0.8666652968972846,0.7333319635639513,0.9666666666666667,0.8823518131310972,0.7529342722359355,0.9819492072501093,30
Llama-3.1-8B-Instruct,baseline,75,0.866665665681349,0.7333323323480155,0.9666666666666667,0.8823521168356208,0.7529345851471202,0.981949493798098,30
Llama-3.1-8B-Instruct,baseline,76,0.8666659459572379,0.7333326126239046,0.9666666666666667,0.8823523476510589,0.7529348229596207,0.9819497115745695,30
Llama-3.1-8B-Instruct,baseline,77,0.8666661561641547,0.7333328228308214,0.9666666666666667,0.8823525207626374,0.7529350013189957,0.981949874906923,30
Llama-3.1-8B-Instruct,baseline,78,0.8666663115344844,0.7333329782011511,0.9666666666666667,0.8823526487146736,0.7529351331498384,0.9819499956308364,30
Llama-3.1-8B-Instruct,baseline,79,0.8666664245310879,0.7333330911977546,0.9666666666666667,0.8823527417706999,0.7529352290268148,0.9819500834300462,30
Llama-3.1-8B-Instruct,baseline,80,0.8666665052429475,0.7333331719096141,0.9666666666666667,0.8823528082392901,0.7529352975103693,0.9819501461437676,30
Llama-3.1-8B-Instruct,baseline,81,0.8666665617412491,0.7333332284079158,0.9666666666666667,0.8823528547673034,0.7529353454488577,0.9819501900433725,30
Llama-3.1-8B-Instruct,baseline,82,0.8666666003979819,0.7333332670646485,0.9666666666666667,0.8823528866022597,0.7529353782488758,0.9819502200799443,30
Llama-3.1-8B-Instruct,baseline,83,0.866666626169137,0.7333332928358037,0.9666666666666667,0.882352907825564,0.7529354001155546,0.9819502401043254,30
Llama-3.1-8B-Instruct,baseline,84,0.8666666428445905,0.7333333095112572,0.9666666666666667,0.8823529215582903,0.7529354142645821,0.981950253061278,30
Llama-3.1-8B-Instruct,baseline,85,0.8666666532667489,0.7333333199334154,0.9666666666666667,0.882352930141244,0.7529354231077241,0.9819502611593733,30
Llama-3.1-8B-Instruct,baseline,86,0.8666666595200438,0.7333333261867104,0.9666666666666667,0.8823529352910165,0.7529354284136096,0.9819502660182305,30
Llama-3.1-8B-Instruct,baseline,87,0.8666666630933553,0.733333329760022,0.9666666666666667,0.8823529382337437,0.7529354314455442,0.9819502687947204,30
Llama-3.1-8B-Instruct,baseline,88,0.866666665017446,0.7333333316841127,0.9666666666666667,0.882352939818289,0.7529354330781242,0.9819502702897532,30
Llama-3.1-8B-Instruct,baseline,89,0.8666666659794913,0.733333332646158,0.9666666666666667,0.8823529406105617,0.7529354338944142,0.9819502710372698,30
Llama-3.1-8B-Instruct,baseline,90,0.8666666664167848,0.7333333330834514,0.9666666666666667,0.8823529409706856,0.7529354342654552,0.9819502713770499,30
Llama-3.1-8B-Instruct,baseline,91,0.866666666591702,0.7333333332583687,0.9666666666666667,0.8823529411147352,0.7529354344138716,0.9819502715129622,30
Llama-3.1-8B-Instruct,baseline,92,0.8666666666500079,0.7333333333166745,0.9666666666666667,0.8823529411627518,0.7529354344633437,0.9819502715582661,30
Llama-3.1-8B-Instruct,baseline,93,0.8666666666645843,0.733333333331251,0.9666666666666667,0.8823529411747558,0.7529354344757117,0.9819502715695921,30
Llama-3.1-8B-Instruct,baseline,94,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7529354344774785,0.9819502715712103,30
Llama-3.1-8B-Instruct,baseline,95,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7529354344774785,0.9819502715712103,30
Llama-3.1-8B-Instruct,baseline,96,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7529354344774785,0.9819502715712103,30
Llama-3.1-8B-Instruct,baseline,97,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7529354344774785,0.9819502715712103,30
Llama-3.1-8B-Instruct,baseline,98,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7529354344774785,0.9819502715712103,30
Llama-3.1-8B-Instruct,baseline,99,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7529354344774785,0.9819502715712103,30
Llama-3.1-8B-Instruct,baseline,100,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7529354344774785,0.9819502715712103,30
deepseek-coder-7b-instruct-v1.5,baseline,1,0.6846666666666666,0.5509583333333333,0.8096916666666667,0.6827843137254901,0.5476894361206722,0.8150200570980741,30
deepseek-coder-7b-instruct-v1.5,baseline,2,0.7620740740740742,0.6272648148148148,0.8878227272727273,0.7716292335115864,0.634911838976893,0.8945619005635265,30
deepseek-coder-7b-instruct-v1.5,baseline,3,0.792418882704597,0.6590790610183468,0.9145552154195012,0.8063754471485564,0.6725936057415682,0.9211930413971186,30
deepseek-coder-7b-instruct-v1.5,baseline,4,0.8089336538114152,0.678546929849728,0.9264503747765895,0.8255120484932491,0.69921031263428,0.9343663468542381,30
deepseek-coder-7b-instruct-v1.5,baseline,5,0.8200179595945428,0.6923679201524149,0.9327682715209639,0.8385359586665033,0.7151392064887622,0.9429387599045026,30
deepseek-coder-7b-instruct-v1.5,baseline,6,0.8284118854450806,0.6994196113002247,0.9359375213189732,0.8484229457069993,0.7299073955853249,0.9476554520938902,30
deepseek-coder-7b-instruct-v1.5,baseline,7,0.835226591553328,0.7085843309460261,0.9410844129831969,0.8563593106595864,0.7392712997865157,0.9528821812670119,30
deepseek-coder-7b-instruct-v1.5,baseline,8,0.8409936265526328,0.7122675070432698,0.9448319277919127,0.8629284495579569,0.7445204758816635,0.9562555634461971,30
deepseek-coder-7b-instruct-v1.5,baseline,9,0.8460012744377539,0.7172988284525476,0.9475150824126352,0.8684672466984973,0.7493450020351458,0.9587443721787635,30
deepseek-coder-7b-instruct-v1.5,baseline,10,0.8504234507101338,0.7217220048097991,0.9515933244074865,0.8731949465082997,0.7552407140785838,0.9621634158446076,30
deepseek-coder-7b-instruct-v1.5,baseline,11,0.8543754824356782,0.7287138759115218,0.9553598409984427,0.8772673645054606,0.7603925340487775,0.9653428174205547,30
deepseek-coder-7b-instruct-v1.5,baseline,12,0.857940104107236,0.7326524258712925,0.9585075738342641,0.8808022727125613,0.7636292089657604,0.9690262550137487,30
deepseek-coder-7b-instruct-v1.5,baseline,13,0.8611802361616421,0.7384277566769554,0.9611339796717497,0.8838923212811199,0.7659759281760908,0.9709839822188688,30
deepseek-coder-7b-instruct-v1.5,baseline,14,0.8641456259238243,0.739782256499836,0.9634289293289242,0.886612180791867,0.7681180221605977,0.9722543121570266,30
deepseek-coder-7b-instruct-v1.5,baseline,15,0.8668765537695875,0.74370393710889,0.96492434434325,0.8890228644610694,0.7722120029322275,0.9735718749983466,30
deepseek-coder-7b-instruct-v1.5,baseline,16,0.8694060903866018,0.7479940027374196,0.9653648548043607,0.8911745970772866,0.7733922569082005,0.9745267259904838,30
deepseek-coder-7b-instruct-v1.5,baseline,17,0.8717616035328757,0.7520969937977633,0.9666414855077113,0.8931088794690175,0.7752410124960403,0.9754398277671781,30
deepseek-coder-7b-instruct-v1.5,baseline,18,0.8739658473024117,0.7532215944486661,0.9683749912493193,0.8948600659390182,0.7779157188766387,0.9765630397533164,30
deepseek-coder-7b-instruct-v1.5,baseline,19,0.8760377969195685,0.754879978616531,0.9700033393390624,0.8964566174061045,0.7792580211318597,0.9778131441283723,30
deepseek-coder-7b-instruct-v1.5,baseline,20,0.8779933127864175,0.7585220326052906,0.9713276631327736,0.8979221198559244,0.7802065929027737,0.9792267169181097,30
deepseek-coder-7b-instruct-v1.5,baseline,21,0.879845680142212,0.7620821617885913,0.9720829394024217,0.8992761222703097,0.7822131470748513,0.9805769419327581,30
deepseek-coder-7b-instruct-v1.5,baseline,22,0.8816060526308231,0.7655661968766234,0.9727274187241974,0.9005348302311055,0.7841399387265097,0.9818068766882532,30
deepseek-coder-7b-instruct-v1.5,baseline,23,0.8832838188886746,0.7689692086468101,0.9733221719090382,0.9017116815696106,0.7859958078122807,0.9827021802148503,30
deepseek-coder-7b-instruct-v1.5,baseline,24,0.8848869062039043,0.7721039750561431,0.9738606916669863,0.9028178245002172,0.7878203743692914,0.9834172329269285,30
deepseek-coder-7b-instruct-v1.5,baseline,25,0.8864220321996957,0.7745731579520677,0.9743575588722247,0.9038625146939864,0.7895954975131229,0.984375631368368,30
deepseek-coder-7b-instruct-v1.5,baseline,26,0.8878949133846529,0.7763450635594522,0.9748227104368724,0.9048534448225731,0.7912961891158058,0.9853643240648778,30
deepseek-coder-7b-instruct-v1.5,baseline,27,0.8893104378452074,0.7779801595826906,0.9752620234080366,0.9057970178158804,0.7926194431498491,0.9862877729578016,30
deepseek-coder-7b-instruct-v1.5,baseline,28,0.8906728081203991,0.779111609240118,0.975680333433314,0.9066985732209698,0.793916315921895,0.9871407571072022,30
deepseek-coder-7b-instruct-v1.5,baseline,29,0.8919856592940686,0.7805680743578892,0.9765267838845414,0.9075625745136829,0.7949779861877551,0.9879319519839536,30
deepseek-coder-7b-instruct-v1.5,baseline,30,0.8932521565067509,0.7825966390326039,0.9778736979737988,0.9083927639308684,0.7959806327358765,0.9886685472384761,30
deepseek-coder-7b-instruct-v1.5,baseline,31,0.8944750753942287,0.7841696795422616,0.9791517199584954,0.9091922903142806,0.7969378588093818,0.9893565208402358,30
deepseek-coder-7b-instruct-v1.5,baseline,32,0.8956568683773282,0.785006851303279,0.980364862964273,0.909963814552749,0.7978548250672408,0.9900008631482204,30
deepseek-coder-7b-instruct-v1.5,baseline,33,0.8967997192394429,0.7858087645551753,0.9815167037835681,0.9107095964497213,0.7990644707008441,0.9906057598332139,30
deepseek-coder-7b-instruct-v1.5,baseline,34,0.8979055880193715,0.7865767264490041,0.9826104611739962,0.9114315662060183,0.8005434813024597,0.9911747410281379,30
deepseek-coder-7b-instruct-v1.5,baseline,35,0.8989762479048824,0.7873119750546408,0.9836490586659143,0.9121313831735874,0.8009264308084144,0.9917108027964272,30
deepseek-coder-7b-instruct-v1.5,baseline,36,0.9000133155263902,0.7880843029101513,0.984635174892117,0.9128104840889953,0.8018866104611211,0.9922165059390942,30
deepseek-coder-7b-instruct-v1.5,baseline,37,0.9010182758113701,0.7907047715331874,0.9855712838860963,0.9134701226216919,0.8025333752958667,0.9926940562737258,30
deepseek-coder-7b-instruct-v1.5,baseline,38,0.9019925023610907,0.7919090188423645,0.9864596873309285,0.9141114017600197,0.8037168736806652,0.9931453697834696,30
deepseek-coder-7b-instruct-v1.5,baseline,39,0.9029372741454876,0.7926022159557505,0.9873025403611246,0.9147353002977082,0.8045436466377116,0.9935721254259798,30
deepseek-coder-7b-instruct-v1.5,baseline,40,0.9038537891741693,0.7933000404664724,0.9881018722100634,0.9153426944667902,0.8053123316203502,0.9939758078901496,30
deepseek-coder-7b-instruct-v1.5,baseline,41,0.9047431756870303,0.7939997331895728,0.9888596027436132,0.9159343755824648,0.8060718491842125,0.9943576204049863,30
deepseek-coder-7b-instruct-v1.5,baseline,42,0.9056065013129252,0.7946664680576121,0.9895775557159836,0.9165110644154507,0.806839715110046,0.9947182838528095,30
deepseek-coder-7b-instruct-v1.5,baseline,43,0.9064447805660848,0.7957361153904712,0.9902574694182099,0.9170734228827994,0.8079183290643183,0.9950328375264059,30
deepseek-coder-7b-instruct-v1.5,baseline,44,0.9072589809847119,0.7975061255252943,0.9909010052558348,0.9176220635447704,0.8095525945733236,0.9953326798241491,30
deepseek-coder-7b-instruct-v1.5,baseline,45,0.908050028162211,0.7984103501577838,0.991509754684495,0.9181575573096632,0.8101048810767353,0.9956183751068424,30
deepseek-coder-7b-instruct-v1.5,baseline,46,0.908818809876871,0.7985647957182377,0.9920852448453358,0.9186804396774912,0.8106565239523613,0.9958904330726331,30
deepseek-coder-7b-instruct-v1.5,baseline,47,0.9095661794889461,0.7987088010421235,0.9926289431725522,0.9191912157946085,0.8112076477302005,0.9961493487456027,30
deepseek-coder-7b-instruct-v1.5,baseline,48,0.9102929587436448,0.7988430192930698,0.9931422611895611,0.9196903645427734,0.811758350225328,0.9963956029188848,30
deepseek-coder-7b-instruct-v1.5,baseline,49,0.9109999400934278,0.7993333122350826,0.9936265576657014,0.9201783418459449,0.8123087082156762,0.9966296625600368,30
deepseek-coder-7b-instruct-v1.5,baseline,50,0.9116878886323238,0.7999999794767374,0.994083141269761,0.9206555833449114,0.8128587819781724,0.9968606900238952,30
deepseek-coder-7b-instruct-v1.5,baseline,51,0.9123575437179349,0.8006618154979152,0.9945132728282531,0.9211225065624653,0.8134086188976387,0.9970861658271308,30
deepseek-coder-7b-instruct-v1.5,baseline,52,0.913009620342777,0.8013333261149584,0.9949181672737855,0.9215795126592486,0.8140195874236209,0.9972986282477446,30
